url,date,publication
https://www.nytimes.com/athletic/6894960/2025/12/16/chuck-neinas-big-12-obituary-college-football/,2025-12-16 23:58:00+00:00,nytimes
https://www.nytimes.com/athletic/6894932/2025/12/16/hawks-executive-guilty-lester-jones-nba/,2025-12-16 23:57:14+00:00,nytimes
https://www.nytimes.com/athletic/6894044/2025/12/16/mikaela-shiffrin-olympics-world-cup-slalom-win-courchevel/,2025-12-16 23:53:15+00:00,nytimes
https://www.wsj.com/arts-culture/fine-art/the-jewish-museums-muddled-reinstallation-f4e5d93f,2025-12-16 23:42:00+00:00,wsj
https://www.nytimes.com/athletic/6894572/2025/12/16/fantasy-football-market-share-report-michael-carter/,2025-12-16 23:38:31+00:00,nytimes
https://www.bloomberg.com/news/articles/2025-12-16/star-names-bruce-mathieson-jr-new-ceo-as-bally-s-takes-control,2025-12-16 23:38:26.846000+00:00,bloomberg
https://www.bloomberg.com/news/articles/2025-12-16/singapore-bank-uob-struggles-with-hong-kong-china-property-loans-as-prices-sink,2025-12-16 23:30:00.006000+00:00,bloomberg
https://www.nytimes.com/athletic/6895020/2025/12/16/dodgers-offseason-free-agents-mailbag/,2025-12-16 23:27:58+00:00,nytimes
https://www.bloomberg.com/news/articles/2025-12-16/kenvue-faces-fda-petition-to-remove-benadryl-s-active-ingredient,2025-12-16 23:27:36.528000+00:00,bloomberg
https://www.nytimes.com/2025/12/16/nyregion/mamdani-adams-criticism.html,2025-12-16 23:27:29+00:00,nytimes
https://www.bloomberg.com/news/articles/2025-12-16/medline-is-said-to-raise-about-6-26-billion-in-upsized-ipo,2025-12-16 23:21:11.682000+00:00,bloomberg
https://www.nytimes.com/2025/12/16/us/politics/heritage-foundation-trustees-resign-tucker-carlson.html,2025-12-16 23:20:51+00:00,nytimes
https://www.bloomberg.com/news/newsletters/2025-12-16/us-unemployment-hits-a-four-year-high-evening-briefing-americas,2025-12-16 23:19:06.327000+00:00,bloomberg
https://www.nytimes.com/athletic/6894978/2025/12/16/enzo-maresca-chelsea-outburst-fans-support/,2025-12-16 23:15:12+00:00,nytimes
https://www.bloomberg.com/news/articles/2025-12-16/waymo-seeks-to-raise-funds-at-valuation-near-100-billion,2025-12-16 23:09:46.286000+00:00,bloomberg
https://www.nytimes.com/athletic/6894491/2025/12/16/caribbean-series-venezuela-dominican-republic-puerto-rico-participation/,2025-12-16 23:08:58+00:00,nytimes
https://www.nytimes.com/athletic/6894517/2025/12/16/manchester-city-financial-results-2024-25/,2025-12-16 23:04:20+00:00,nytimes
https://www.nytimes.com/athletic/6894716/2025/12/16/us-trump-government-travel-bans-senegal-ivory-coast-world-cup/,2025-12-16 23:03:06+00:00,nytimes
https://www.nytimes.com/2025/12/16/us/politics/hegseth-congress-boat-strike-video.html,2025-12-16 23:02:07+00:00,nytimes
https://www.bloomberg.com/news/articles/2025-12-15/tata-infosys-to-bear-brunt-of-trump-s-100-000-h-1b-worker-fee,2025-12-16 23:00:57.879000+00:00,bloomberg
https://www.nytimes.com/2025/12/16/theater/tartuffe-review-matthew-broderick-david-cross.html,2025-12-16 23:00:05+00:00,nytimes
https://www.nytimes.com/2025/12/16/briefing/rob-reiner-son-charges-unemployment-rate.html,2025-12-16 22:54:25+00:00,nytimes
https://www.bloomberg.com/opinion/newsletters/2025-12-16/oracle-s-248-billion-rent-is-too-darn-high,2025-12-16 22:40:54.582000+00:00,bloomberg
https://www.nytimes.com/athletic/6894677/2025/12/16/drew-mestemaker-north-texas-qb-transfer-portal/,2025-12-16 22:39:46+00:00,nytimes
https://www.wsj.com/livecoverage/jobs-report-stock-market-today-12-16-2025/card/heard-on-the-street-recap-late-jobs-report-still-leaves-a-mark-099I8xcKKBhaBir9PAXB,2025-12-16 22:38:50+00:00,wsj
https://www.nytimes.com/2025/12/16/climate/atmospheric-rivers-forecasts.html,2025-12-16 22:37:54+00:00,nytimes
https://www.wsj.com/livecoverage/jobs-report-stock-market-today-12-16-2025/card/stocks-to-watch-tuesday-ford-motor-broadcom-lennar-dQtuBflWXLamO9eD1qt7,2025-12-16 22:35:52+00:00,wsj
https://www.nytimes.com/2025/12/16/us/politics/vance-trump-economy-speech.html,2025-12-16 22:26:55+00:00,nytimes
https://www.nytimes.com/athletic/6894592/2025/12/16/sherrone-moore-jim-harbaugh-michigan-arrest-firing-reaction/,2025-12-16 22:23:58+00:00,nytimes
https://www.bloomberg.com/news/articles/2025-12-16/jared-kushner-s-back-israel-hamas-deal-ukraine-talks-wb-paramount-m-a,2025-12-16 22:21:56.495000+00:00,bloomberg
https://www.bloomberg.com/news/articles/2025-12-16/warner-bros-said-to-prep-paramount-rejection-on-funding-terms,2025-12-16 22:19:15.557000+00:00,bloomberg
https://www.nytimes.com/athletic/6894796/2025/12/16/chris-marinak-mlb-executive-exit/,2025-12-16 22:19:02+00:00,nytimes
https://www.wsj.com/arts-culture/music/thanks-to-the-reissue-craze-musics-past-is-present-efd70b98,2025-12-16 22:19:00+00:00,wsj
https://www.wsj.com/buyside/personal-finance/personal-loans/best-personal-loans-for-fair-credit,2025-12-16 22:19:00+00:00,wsj
https://www.nytimes.com/athletic/6894754/2025/12/16/jayden-daniels-injuries-frustrated/,2025-12-16 22:18:01+00:00,nytimes
https://www.bloomberg.com/news/articles/2025-12-16/two-of-australia-s-major-banks-now-see-rba-rate-hike-in-february,2025-12-16 22:17:05.588000+00:00,bloomberg
https://www.nytimes.com/athletic/6894503/2025/12/16/fantasy-football-week-16-playoffs-schedule-strength-matchups/,2025-12-16 22:16:51+00:00,nytimes
https://www.bloomberg.com/news/articles/2025-12-16/nyc-must-spend-700-million-to-cut-class-sizes-watchdog-says,2025-12-16 22:16:38.437000+00:00,bloomberg
https://www.bloomberg.com/news/articles/2025-12-16/canada-offers-oil-and-gas-firms-more-leeway-in-cutting-methane,2025-12-16 22:16:29.918000+00:00,bloomberg
https://www.nytimes.com/card/2025/12/16/arts/editors-recommendations-juangabriel,2025-12-16 22:15:19+00:00,nytimes
https://www.wsj.com/politics/policy/trump-dc-renovation-demolition-7d3ab3dc,2025-12-16 22:14:00+00:00,wsj
https://www.nytimes.com/athletic/6894755/2025/12/16/acc-uneven-conference-schedule/,2025-12-16 22:13:34+00:00,nytimes
https://www.bloomberg.com/news/newsletters/2025-12-16/bondi-shooting-australiansuper-rate-hikes-australia-briefing,2025-12-16 22:09:50.975000+00:00,bloomberg
https://www.bloomberg.com/news/articles/2025-12-16/fdic-to-unveil-plan-on-how-banks-may-apply-to-issue-stablecoins,2025-12-16 22:07:18.765000+00:00,bloomberg
https://www.wsj.com/livecoverage/jobs-report-stock-market-today-12-16-2025/card/tesla-stock-rises-to-first-record-of-2025-Ex7xT6VNQF641956pwo0,2025-12-16 22:06:45+00:00,wsj
https://www.bloomberg.com/news/articles/2025-12-15/stock-market-today-dow-s-p-live-updates,2025-12-16 22:06:08.863000+00:00,bloomberg
https://www.nytimes.com/athletic/6894616/2025/12/16/what-we-learned-from-fifa-best-voting-messi-loves-dembele-and-england-back-their-own/,2025-12-16 22:03:33+00:00,nytimes
https://www.nytimes.com/2025/12/16/arts/television/matthew-perry-mark-chavez-sentencing.html,2025-12-16 22:03:26+00:00,nytimes
https://www.bloomberg.com/features/2025-cancer-drug-trials-money/,2025-12-16 22:00:08.882000+00:00,bloomberg
https://www.bloomberg.com/news/newsletters/2025-12-16/juventus-fan-token-holders-vote-with-their-feet-on-tether-offer,2025-12-16 22:00:08.686000+00:00,bloomberg
https://www.nytimes.com/2025/12/16/opinion/trump-reiner-death-post-truth-social.html,2025-12-16 22:00:05+00:00,nytimes
https://www.bloomberg.com/news/articles/2025-12-16/morgan-stanley-eclipses-goldman-as-top-asia-equity-deal-arranger,2025-12-16 22:00:00.008000+00:00,bloomberg
https://www.wsj.com/business/basic-materials-roundup-market-talk-05f6c098,2025-12-16 22:00:00+00:00,wsj
https://www.wsj.com/business/health-care-roundup-market-talk-dca7e5e0,2025-12-16 22:00:00+00:00,wsj
https://www.bloomberg.com/news/articles/2025-12-16/the-2-billion-corruption-scandal-that-left-the-philippines-to-drown-podcast,2025-12-16 21:58:05.476000+00:00,bloomberg
https://www.wsj.com/business/financial-services-roundup-market-talk-85e4a063,2025-12-16 21:58:00+00:00,wsj
https://www.wsj.com/business/auto-transport-roundup-market-talk-0ca7349e,2025-12-16 21:58:00+00:00,wsj
https://www.wsj.com/business/energy-utilities-roundup-market-talk-15bc05df,2025-12-16 21:57:00+00:00,wsj
https://www.bloomberg.com/news/newsletters/2025-12-16/wsp-global-quebec-s-most-prolific-acquirer-isn-t-done-buying,2025-12-16 21:55:59.292000+00:00,bloomberg
https://www.bloomberg.com/news/articles/2025-12-16/macron-says-tariffs-on-chinese-exports-would-be-uncooperative,2025-12-16 21:55:41.792000+00:00,bloomberg
https://www.wsj.com/opinion/notable-quotable-anti-jewish-republicans-0320fe47,2025-12-16 21:55:00+00:00,wsj
https://www.bloomberg.com/news/articles/2025-12-16/petrobras-said-to-sign-off-on-deal-for-bp-brazil-solar-stake,2025-12-16 21:44:49.109000+00:00,bloomberg
https://www.bloomberg.com/news/articles/2025-12-16/ai-slump-dims-emerging-market-stocks-amid-wait-for-us-jobs-report,2025-12-16 21:44:27.437000+00:00,bloomberg
https://www.wsj.com/opinion/another-bad-day-for-dei-444b940d,2025-12-16 21:42:00+00:00,wsj
https://www.nytimes.com/2025/12/16/upshot/spelling-bee-words-2025.html,2025-12-16 21:41:54+00:00,nytimes
https://www.bloomberg.com/news/articles/2025-12-16/denver-rockies-face-power-shutoffs-as-winds-boost-fire-risk,2025-12-16 21:38:21.356000+00:00,bloomberg
https://www.nytimes.com/athletic/6894476/2025/12/16/phillies-outfield-offseason-trades-signings/,2025-12-16 21:37:12+00:00,nytimes
https://www.wsj.com/buyside/personal-finance/auto-loans/refinance-motorcyle-loan,2025-12-16 21:36:00+00:00,wsj
https://www.bloomberg.com/news/newsletters/2025-12-16/warner-bros-plans-to-reject-paramount-s-offer,2025-12-16 21:34:49.300000+00:00,bloomberg
https://www.bloomberg.com/news/articles/2025-12-16/medline-is-said-to-consider-pricing-us-ipo-at-29-per-share,2025-12-16 21:34:43.607000+00:00,bloomberg
https://www.bloomberg.com/news/newsletters/2025-12-16/trump-voters-giving-him-latitude-for-caribbean-military-strikes,2025-12-16 21:30:45.471000+00:00,bloomberg
https://www.bloomberg.com/news/articles/2025-12-16/speed-vs-accuracy-of-us-jobs-data-rekindled-after-shutdown,2025-12-16 21:28:32.367000+00:00,bloomberg
https://www.bloomberg.com/news/articles/2025-12-16/brazil-assets-slide-as-election-speculation-weighs-on-mood,2025-12-16 21:21:31.701000+00:00,bloomberg
https://www.nytimes.com/2025/12/16/us/law-school-black-student-enrollment.html,2025-12-16 21:21:27+00:00,nytimes
https://www.bloomberg.com/news/articles/2025-12-16/icahn-money-manager-sues-his-bosses-and-bausch-lomb-over-anti-white-bias,2025-12-16 21:19:20.763000+00:00,bloomberg
https://www.bloomberg.com/news/articles/2025-12-16/us-stocks-mixed-following-long-awaited-jobs-retail-data,2025-12-16 21:16:37.525000+00:00,bloomberg
https://www.wsj.com/livecoverage/jobs-report-stock-market-today-12-16-2025/card/u-s-threatens-trade-actions-over-eu-tech-fines-SiAmoMsBrT34Qk6NW4SX,2025-12-16 21:15:40+00:00,wsj
